prefecture_code,prefecture_name,target_year,base_year,release_type,total_guests,average_occupancy_rate,average_facilities,foreign_share_pct,demand_vs_base_pct,demand_yoy_pct,occupancy_yoy_pp,facility_yoy_pct,absorption_gap_pct,foreign_share_yoy_pp,monthly_cv,peak_month_share_pct,market_state,is_watch,watch_reasons,observed_fact,interpretation,next_action,data_quality_note
1,北海道,2025,2019,final,46503610,61.25,5035.25,28.60558567388639,125.7417783428358,4.201574285137455,1.6333333333333329,3.421539093523207,0.7800351916142478,5.499772820174716,0.15876135767214095,10.787141041308406,おおむね横ばい,False,,延べ宿泊者数は前年比+4.2%、2019年比125.7%。平均稼働率は前年比+1.6pt、平均施設数は前年比+3.4%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
2,青森県,2025,2019,final,5077320,61.0,504.1666666666667,10.692451923455682,110.23800528900642,12.515539994016688,3.233333333333327,-3.106982703395267,15.622522697411956,1.5339938454288458,0.1900280398596787,11.510206171759906,需要・稼働率改善,False,,延べ宿泊者数は前年比+12.5%、2019年比110.2%。平均稼働率は前年比+3.2pt、平均施設数は前年比-3.1%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
3,岩手県,2025,2019,final,5551590,55.01666666666667,613.0,8.101282695588111,88.4480146319625,-5.5403839576942175,1.691666666666677,-4.813664596273293,-0.7267193614209244,1.5267345681603013,0.12589809957766473,11.294061701242347,需要悪化兆候,True,2019年需要水準未達 / 需要の前年比低下,延べ宿泊者数は前年比-5.5%、2019年比88.4%。平均稼働率は前年比+1.7pt、平均施設数は前年比-4.8%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
4,宮城県,2025,2019,final,10417380,60.10833333333333,704.5,9.64839527789137,95.27423381897002,1.4782336787902972,2.6499999999999915,-6.616591185242459,8.094824864032756,2.0832482776585532,0.12142595519882676,10.53067085965953,おおむね横ばい,False,,延べ宿泊者数は前年比+1.5%、2019年比95.3%。平均稼働率は前年比+2.6pt、平均施設数は前年比-6.6%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
5,秋田県,2025,2019,final,2994410,48.050000000000004,549.9166666666666,4.954899295687632,81.9497203034516,-4.926386776607606,-0.5333333333333314,0.06065200909779467,-4.9870387857054,1.156603020323058,0.23136224708116881,12.013384940605997,改善継続性の要確認,True,2019年需要水準未達,延べ宿泊者数は前年比-4.9%、2019年比81.9%。平均稼働率は前年比-0.5pt、平均施設数は前年比+0.1%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
6,山形県,2025,2019,final,4739560,50.30833333333334,754.0,6.5944940036627875,85.06243875474259,-2.831873284280062,1.0333333333333385,-1.5451577801958716,-1.2867155040841904,1.343852819003656,0.14442842260145197,11.321093097249534,改善継続性の要確認,True,2019年需要水準未達,延べ宿泊者数は前年比-2.8%、2019年比85.1%。平均稼働率は前年比+1.0pt、平均施設数は前年比-1.5%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
7,福島県,2025,2019,final,9599100,49.14166666666667,1553.9166666666667,3.7476430081986853,75.83784979537663,0.6187585625681891,4.75833333333334,-3.011546863622183,3.630305426190372,0.35070776558516137,0.12803450202017824,10.920190434519903,改善継続性の要確認,True,2019年需要水準未達,延べ宿泊者数は前年比+0.6%、2019年比75.8%。平均稼働率は前年比+4.8pt、平均施設数は前年比-3.0%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
8,茨城県,2025,2019,final,7269120,54.083333333333336,888.0,4.2921288959323824,115.38560441915284,-0.01196700408115925,-0.875,7.679870654810039,-7.691837658891199,0.4745170422709606,0.1193864342459845,10.774481642894877,供給増加に対する需要吸収の要確認,True,供給増加に対する需要吸収の要確認,延べ宿泊者数は前年比-0.0%、2019年比115.4%。平均稼働率は前年比-0.9pt、平均施設数は前年比+7.7%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
9,栃木県,2025,2019,final,11092840,55.18333333333334,1613.9166666666667,4.289253248041079,116.03546910156727,-5.005664802947929,2.5500000000000043,4.449358213784915,-9.455023016732845,0.16674963635454265,0.17533782180960295,11.641563386833308,需要悪化兆候,True,需要の前年比低下 / 供給増加に対する需要吸収の要確認,延べ宿泊者数は前年比-5.0%、2019年比116.0%。平均稼働率は前年比+2.6pt、平均施設数は前年比+4.4%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
10,群馬県,2025,2019,final,8766180,46.73333333333333,1539.75,4.109771873267489,101.36116719045933,-10.101710350089533,2.7583333333333258,2.0208712936889084,-12.122581643778442,-0.32536547364910184,0.14308334162200406,11.695288027396197,需要悪化兆候,True,需要の前年比低下,延べ宿泊者数は前年比-10.1%、2019年比101.4%。平均稼働率は前年比+2.8pt、平均施設数は前年比+2.0%。,地域市場の変化を示す一次スクリーニング結果であり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルのADR・RevPAR・GOP、競合施設の開業・閉館、商圏別需要を追加確認する。,
